,text
4653,"Even I, depressed in mind, and my spirits continually agitated by gloomy feelings, even I was pleased."
4654,"Why should he lose this, now that added years, prudence, and the pledge which his marriage gave to his country, ought to encrease, rather than diminish his claims to confidence?"
4655,"The dissecting room and the slaughter house furnished many of my materials; and often did my human nature turn with loathing from my occupation, whilst, still urged on by an eagerness which perpetually increased, I brought my work near to a conclusion."
4656,"""You begin late,"" said I, ironically, ""marriage is usually considered the grave, and not the cradle of love."
4657,"He, her beloved, the sole and eternal object of her passionate tenderness, was restored her."
4658,"""The sun rose; I heard the voices of men and knew that it was impossible to return to my retreat during that day."
4659,"Yet she was meanly dressed, a coarse blue petticoat and a linen jacket being her only garb; her fair hair was plaited but not adorned: she looked patient yet sad."
4660,"I did not see him: my soul was in my words, my eyes could not perceive that which was; while a vision of Adrian's form, tainted by pestilence, and sinking in death, floated before them."
4661,"They put it into a bed and rubbed it, and Daniel went to the town for an apothecary, but life was quite gone."
4662,"With a beating heart she expected another visit, and when after an interval her chamber was again invaded, having first assured herself that the intruders were her mother and an attendant, she composed herself to feigned sleep."
4663,"The tears rushed into the eyes of Idris, while Alfred and Evelyn brought now a favourite rose tree, now a marble vase beautifully carved, insisting that these must go, and exclaiming on the pity that we could not take the castle and the forest, the deer and the birds, and all accustomed and cherished objects along with us."
4664,"I said to myself, let him receive sympathy and these struggles will cease."
4665,No one certainly ever enjoyed the pleasures of composition more intensely than I.
4666,"Perhaps its effects are not so permanent; but they are, while they last, as violent and intense."
4667,"He was watching the rising sun, while with one arm he encircled his beloved's waist; she looked on him, the sun of her life, with earnest gaze of mingled anxiety and tenderness."
4668,When I had lived here some time other animals visited me and a fox came every day for a portion of food appropriated for him would suffer me to pat his head.
4669,"""I thank you,"" he replied, ""for your sympathy, but it is useless; my fate is nearly fulfilled."
4670,"""Every conversation of the cottagers now opened new wonders to me."
4671,"The generous nature of Safie was outraged by this command; she attempted to expostulate with her father, but he left her angrily, reiterating his tyrannical mandate."
4672,"The play was Macbeth the first actor of the age was there to exert his powers to drug with irreflection the auditors; such a medicine I yearned for, so I entered."
4673,"I have heard him called inconstant of purpose when he deserted, for the sake of love, the hope of sovereignty, and when he abdicated the protectorship of England, men blamed his infirmity of purpose."
4674,My attention at this time was solely directed towards my plan of introducing myself into the cottage of my protectors.
